FunctionArn,Timestamp,RequestID,LogStream,DurationInMS,BilledDurationInMS,MemorySetInMB,MemoryUsedInMB,jobId
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:03.553,71daf0f6-1586-447a-b1e4-0ad9f3e1f838,2020/10/02/[$LATEST]6d01feb6d9a04cd5b94dd8b745782f0c,3191.37,3200,1024,324,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:03.337,0cd2fc17-9b86-4104-8fe6-85561429c4ca,2020/10/02/[$LATEST]b43d51f8a1f44a46939fae81333eeca7,2978.22,3000,1024,337,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-preprocess-with-redis,2020-10-02 18:20:03.142,d67a5b2c-fee5-4021-8318-7950d0968ba4,2020/10/02/[$LATEST]7e87e2acea3740b2996793174d55e9e6,2769.51,2800,1024,350,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-start-job-with-redis,2020-10-02 18:20:00.385,4a4156e2-84c1-4005-9476-92e519b8f6e5,2020/10/02/[$LATEST]515aa684012c414c9af5250cee7a3021,154.88,200,1024,107,694124af-cc52-4697-9115-f681eb8e8ce8
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:46.533,1b5091e5-1e9d-5467-9e0b-c6146d200deb,2020/10/02/[$LATEST]86b574ffc91049c0b5b00848f4eb8a35,28878.86,28900,1024,252,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:44.596,d913a8c0-08b1-539d-9760-ff317b043e11,2020/10/02/[$LATEST]c7bbb1afca6e461e8e8719b43376b9f7,29258.79,29300,1024,234,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:43.860,9c033f8f-2281-5d5f-9d1c-687e5139e48e,2020/10/02/[$LATEST]fc625da72c5a429db8148459fc0bd46f,29472.33,29500,1024,235,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:43.816,69a29238-1641-5f5a-8c77-c5c965f903ea,2020/10/02/[$LATEST]209063db34cd4210a4dec6cc8ae337e1,29426.7,29500,1024,238,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:43.410,d055d6ad-652e-5be8-b2e9-815c16878165,2020/10/02/[$LATEST]c4c0c7bd08c249f6985432d7f95ffb14,28967.9,29000,1024,255,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:43.209,57f59557-3bc1-5e12-bb44-c2a64869e79e,2020/10/02/[$LATEST]e40ade7a77154166a20313035597b415,28789.01,28800,1024,247,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:42.640,58cd3168-f9d0-5c1d-8853-66998a6545cc,2020/10/02/[$LATEST]48cbd46c8f6d440986958f191c4d2d27,30202.59,30300,1024,215,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:40.269,e9e783bc-5ec9-5b05-a76b-d44d2d7f97b5,2020/10/02/[$LATEST]d8f86c8b56574c5fb82fe222e46c0ce3,28646.4,28700,1024,243,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:17.669,8155f810-c391-50d1-8fc5-afe1b00eec61,2020/10/02/[$LATEST]789e735200114fd79619cf16556581d6,29207.07,29300,1024,214,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:15.733,5bf363f5-3e7d-5485-a2cd-34044de0be08,2020/10/02/[$LATEST]86b574ffc91049c0b5b00848f4eb8a35,29595.57,29600,1024,227,6d2bb57e-6aac-44cb-a627-5b3267ff643b
646012695651:/aws/lambda/gsd-index-calculator-dev-calculate-with-redis,2020-10-02 18:29:15.398,11c4dce1-df12-534d-b7fc-8b10ac8f9ac1,2020/10/02/[$LATEST]a8643a6b97784e578a1c456e251fd05a,29315.89,29400,1024,222,6d2bb57e-6aac-44cb-a627-5b3267ff643b
